source_file,ground_truth_label,sample_rate,duration_sec,total_rms_energy,drone_band_energy,drone_band_ratio,spectral_centroid_hz,dominant_freq_hz,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,drone_detected,confidence,classification,error
drone-98707.wav,1,16000,0.5,0.269373,45753.5417,0.8397,2168.83,257.81,-9.56,5.74,3.74,1.93,-0.96,true,0.85,unknown_aircraft,
drone-98708.wav,1,16000,0.5,0.27382,48142.2119,0.8413,2073.38,257.81,-10.04,6.32,3.39,0.73,-1.26,true,0.85,unknown_aircraft,
drone-98709.wav,1,16000,0.5,0.285455,51199.4286,0.8267,2099.3,257.81,-10.73,6.09,3.97,1.29,-1.57,true,0.85,unknown_aircraft,
drone-9871.wav,1,16000,0.5,0.282969,48077.6814,0.8382,2360.49,296.88,-8.81,4.33,2.39,0.08,-1.86,true,0.85,unknown_aircraft,
drone-98710.wav,1,16000,0.5,0.272379,47183.8021,0.8262,2337.65,257.81,-8.48,5.18,2.6,1.14,-0.78,true,0.85,unknown_aircraft,
drone-98711.wav,1,16000,0.5,0.286737,52123.7924,0.8063,2095.4,257.81,-11.28,6.29,4.1,1.36,-1.54,true,0.85,unknown_aircraft,
drone-98712.wav,1,16000,0.5,0.282145,50217.2265,0.8303,1973.52,257.81,-11.64,6.74,4.19,1.21,-2.01,true,0.85,unknown_aircraft,
drone-98713.wav,1,16000,0.5,0.298547,55110.9799,0.8061,2140.17,265.62,-7.98,6.1,2.54,0.48,-1.47,true,0.85,unknown_aircraft,
drone-98714.wav,1,16000,0.5,0.277606,48461.5536,0.8423,1924.83,257.81,-12.18,6.87,4.32,1.44,-2.11,true,0.85,unknown_aircraft,
drone-98715.wav,1,16000,0.5,0.270943,45758.9218,0.8421,2017.13,257.81,-10.6,6.48,3.28,0.96,-1.67,true,0.85,unknown_aircraft,
drone-98716.wav,1,16000,0.5,0.262943,43279.6936,0.8195,2584.69,257.81,-9.54,4.48,3.6,1.4,-1.28,true,0.85,unknown_aircraft,
drone-98717.wav,1,16000,0.5,0.27334,48224.364,0.8553,2035.93,257.81,-10.66,6.25,3.9,1.98,-1.22,true,0.85,unknown_aircraft,
drone-98718.wav,1,16000,0.5,0.271109,48199.2349,0.8508,2011.56,257.81,-11.41,6.47,3.81,0.97,-1.94,true,0.85,unknown_aircraft,
drone-98719.wav,1,16000,0.5,0.281242,51057.1913,0.8152,2009.43,257.81,-11.39,6.52,4.12,1.23,-1.95,true,0.85,unknown_aircraft,
drone-9872.wav,1,16000,0.5,0.279506,48936.4722,0.8067,2576.06,296.88,-7.34,3.57,2.43,0.29,-1.62,true,0.85,unknown_aircraft,
drone-98720.wav,1,16000,0.5,0.267488,46193.8559,0.855,2073.66,257.81,-11.21,6.25,4.29,1.44,-1.53,true,0.85,unknown_aircraft,
drone-98721.wav,1,16000,0.5,0.263561,44848.9152,0.8364,2152.42,257.81,-10.24,5.92,3.56,1.25,-1.29,true,0.85,unknown_aircraft,
drone-98722.wav,1,16000,0.5,0.269388,46610.82,0.8477,2162.72,257.81,-9.55,5.84,2.66,1.24,-1.12,true,0.85,unknown_aircraft,
drone-98723.wav,1,16000,0.5,0.271103,47686.2191,0.8645,2085.67,250.0,-10.36,6.15,3.41,1.42,-1.37,true,0.85,unknown_aircraft,
drone-98724.wav,1,16000,0.5,0.305265,55621.946,0.8143,2372.44,273.44,-6.48,4.84,1.81,0.49,-1.65,true,0.85,unknown_aircraft,
drone-98725.wav,1,16000,0.5,0.272617,47163.5807,0.8626,2163.38,250.0,-9.81,5.79,3.29,1.61,-1.31,true,0.85,unknown_aircraft,
drone-98726.wav,1,16000,0.5,0.283131,51356.806,0.8333,2078.08,257.81,-11.12,6.17,4.0,1.65,-1.62,true,0.85,unknown_aircraft,
drone-98727.wav,1,16000,0.5,0.272935,47341.6907,0.8323,2218.81,257.81,-9.04,5.58,2.47,1.2,-0.96,true,0.85,unknown_aircraft,
drone-98728.wav,1,16000,0.5,0.290987,54701.5835,0.8445,2113.74,257.81,-10.98,6.01,4.01,1.61,-1.72,true,0.85,unknown_aircraft,
drone-98729.wav,1,16000,0.5,0.274672,46759.9596,0.8367,1952.49,257.81,-10.54,6.56,3.82,1.41,-1.32,true,0.85,unknown_aircraft,
drone-9873.wav,1,16000,0.5,0.274227,44435.4678,0.8203,2706.43,296.88,-7.73,3.01,2.32,0.22,-1.77,true,0.85,unknown_aircraft,
drone-98730.wav,1,16000,0.5,0.276249,47444.8267,0.8493,2146.58,257.81,-8.83,5.45,2.26,1.55,-1.05,true,0.85,unknown_aircraft,
drone-98731.wav,1,16000,0.5,0.280959,49846.399,0.8285,2181.11,257.81,-8.48,5.65,2.26,1.42,-0.47,true,0.85,unknown_aircraft,
drone-98732.wav,1,16000,0.5,0.277753,48148.5592,0.8217,2003.46,257.81,-9.93,6.49,2.96,0.67,-1.46,true,0.85,unknown_aircraft,
drone-98733.wav,1,16000,0.5,0.277188,46884.5163,0.8397,1913.6,257.81,-11.19,6.61,4.2,1.55,-1.59,true,0.85,unknown_aircraft,
drone-98734.wav,1,16000,0.5,0.281078,51240.9732,0.8427,2151.35,265.62,-9.87,5.94,2.99,1.11,-1.49,true,0.85,unknown_aircraft,
drone-98735.wav,1,16000,0.5,0.305837,59263.6551,0.8466,2151.4,273.44,-8.69,6.16,2.33,0.4,-1.96,true,0.85,unknown_aircraft,
drone-98736.wav,1,16000,0.5,0.27087,46083.4425,0.843,2027.56,257.81,-10.84,6.3,3.92,1.66,-1.27,true,0.85,unknown_aircraft,
drone-98737.wav,1,16000,0.5,0.271059,45362.0194,0.8086,2251.16,257.81,-8.8,5.43,2.35,1.19,-0.81,true,0.85,unknown_aircraft,
drone-98738.wav,1,16000,0.5,0.283099,48942.3488,0.8064,2114.67,257.81,-10.61,6.15,3.92,1.28,-1.54,true,0.85,unknown_aircraft,
drone-98739.wav,1,16000,0.5,0.268603,45689.3881,0.8446,2106.28,257.81,-10.87,6.04,3.85,1.4,-1.46,true,0.85,unknown_aircraft,
drone-9874.wav,1,16000,0.5,0.290295,53912.8896,0.8609,2493.03,296.88,-7.82,3.87,2.83,1.28,-1.36,true,0.85,unknown_aircraft,
drone-98740.wav,1,16000,0.5,0.277514,46403.8564,0.8334,2115.05,257.81,-10.5,6.14,3.46,1.28,-1.57,true,0.85,unknown_aircraft,
drone-98741.wav,1,16000,0.5,0.269079,46564.053,0.8493,2156.84,250.0,-10.15,6.01,3.12,1.18,-1.13,true,0.85,unknown_aircraft,
drone-98742.wav,1,16000,0.5,0.271244,45312.4256,0.833,2146.56,257.81,-9.18,6.01,2.47,1.16,-1.0,true,0.85,unknown_aircraft,
drone-98743.wav,1,16000,0.5,0.276637,47693.8854,0.8354,2202.46,257.81,-9.75,5.61,3.34,1.04,-1.26,true,0.85,unknown_aircraft,
drone-98744.wav,1,16000,0.5,0.277455,48706.5043,0.8179,2214.03,257.81,-9.24,5.7,3.33,0.95,-1.31,true,0.85,unknown_aircraft,
drone-98745.wav,1,16000,0.5,0.278022,47140.194,0.8228,2015.2,257.81,-9.59,6.46,3.02,0.92,-1.09,true,0.85,unknown_aircraft,
drone-98746.wav,1,16000,0.5,0.32254,63892.8637,0.799,1868.36,273.44,-10.26,7.31,4.0,0.76,-2.21,true,0.85,unknown_aircraft,
drone-98747.wav,1,16000,0.5,0.287238,52099.2165,0.837,2067.82,257.81,-11.07,6.26,3.79,1.46,-1.6,true,0.85,unknown_aircraft,
drone-98748.wav,1,16000,0.5,0.28848,50993.4062,0.8031,2047.62,257.81,-11.2,6.33,4.08,1.4,-1.73,true,0.85,unknown_aircraft,
drone-98749.wav,1,16000,0.5,0.288702,50955.9034,0.8298,1964.85,257.81,-11.6,6.74,4.23,1.31,-1.82,true,0.85,unknown_aircraft,
drone-9875.wav,1,16000,0.5,0.27627,50728.464,0.8551,2497.74,296.88,-8.46,3.7,2.31,0.4,-1.97,true,0.85,unknown_aircraft,
drone-98750.wav,1,16000,0.5,0.275798,46983.3519,0.8365,1965.15,257.81,-10.55,6.74,3.13,0.88,-1.61,true,0.85,unknown_aircraft,
drone-98751.wav,1,16000,0.5,0.267711,45525.9044,0.8426,1896.14,257.81,-11.49,6.9,3.7,1.3,-1.51,true,0.85,unknown_aircraft,
drone-98752.wav,1,16000,0.5,0.280959,49836.0562,0.8389,1996.87,257.81,-11.44,6.56,3.46,1.36,-1.48,true,0.85,unknown_aircraft,
drone-98753.wav,1,16000,0.5,0.272125,47800.3506,0.84,1942.67,257.81,-10.8,6.69,3.73,1.32,-1.36,true,0.85,unknown_aircraft,
drone-98754.wav,1,16000,0.5,0.273859,46779.8102,0.8309,2165.58,257.81,-9.52,5.9,2.81,1.16,-1.11,true,0.85,unknown_aircraft,
drone-98755.wav,1,16000,0.5,0.283442,48800.8493,0.8104,1990.85,257.81,-11.02,6.65,3.83,1.26,-1.54,true,0.85,unknown_aircraft,
drone-98756.wav,1,16000,0.5,0.275589,45735.8212,0.827,2094.0,257.81,-10.09,6.22,4.02,1.35,-1.13,true,0.85,unknown_aircraft,
drone-98757.wav,1,16000,0.5,0.300523,54602.4006,0.7943,2245.03,273.44,-7.81,5.67,2.24,0.38,-1.52,true,0.85,unknown_aircraft,
drone-98758.wav,1,16000,0.5,0.283654,50680.8085,0.8428,1879.2,257.81,-11.06,7.09,3.67,0.94,-1.74,true,0.85,unknown_aircraft,
drone-98759.wav,1,16000,0.5,0.277679,48503.2456,0.8194,2196.14,257.81,-9.14,5.84,2.78,0.75,-1.33,true,0.85,unknown_aircraft,
drone-9876.wav,1,16000,0.5,0.276612,39622.9221,0.785,2575.18,296.88,-7.68,3.43,1.56,-0.2,-1.99,true,0.85,unknown_aircraft,
drone-98760.wav,1,16000,0.5,0.273971,46406.8028,0.8174,2173.54,257.81,-8.38,5.79,1.93,0.71,-0.89,true,0.85,unknown_aircraft,
drone-98761.wav,1,16000,0.5,0.292738,53619.9662,0.8009,2002.5,257.81,-11.17,6.79,4.12,0.88,-1.88,true,0.85,unknown_aircraft,
drone-98762.wav,1,16000,0.5,0.277679,46090.6015,0.7951,2004.24,257.81,-9.4,6.77,2.89,0.29,-1.06,true,0.85,unknown_aircraft,
drone-98763.wav,1,16000,0.5,0.273009,45170.1009,0.8096,2276.61,257.81,-8.88,5.71,3.4,0.81,-1.0,true,0.85,unknown_aircraft,
drone-98764.wav,1,16000,0.5,0.279694,49593.5014,0.8392,2241.41,257.81,-9.72,5.8,3.39,0.86,-1.23,true,0.85,unknown_aircraft,
drone-98765.wav,1,16000,0.5,0.271128,44472.1446,0.812,2085.76,257.81,-9.17,6.36,2.73,0.78,-0.85,true,0.85,unknown_aircraft,
drone-98766.wav,1,16000,0.5,0.284956,52807.2724,0.8386,2007.81,257.81,-10.93,6.69,3.88,0.83,-1.65,true,0.85,unknown_aircraft,
drone-98767.wav,1,16000,0.5,0.269657,46160.2515,0.8318,2104.37,257.81,-8.41,6.06,1.94,1.29,-0.87,true,0.85,unknown_aircraft,
drone-98768.wav,1,16000,0.5,0.297907,54650.3983,0.826,2130.23,273.44,-8.29,6.29,2.77,0.78,-1.4,true,0.85,unknown_aircraft,
drone-98769.wav,1,16000,0.5,0.275101,50133.8347,0.8582,2017.39,257.81,-10.82,6.59,3.79,1.34,-1.65,true,0.85,unknown_aircraft,
drone-9877.wav,1,16000,0.5,0.292128,50450.9324,0.818,2403.77,296.88,-7.66,4.21,2.28,0.38,-1.59,true,0.85,unknown_aircraft,
drone-98770.wav,1,16000,0.5,0.264111,45278.2929,0.8666,2023.82,250.0,-9.65,6.62,2.8,0.72,-1.18,true,0.85,unknown_aircraft,
drone-98771.wav,1,16000,0.5,0.275213,50452.7902,0.8828,2029.06,250.0,-10.64,6.69,3.63,0.73,-1.58,true,0.85,unknown_aircraft,
drone-98772.wav,1,16000,0.5,0.283526,50091.3671,0.8039,2063.18,257.81,-10.27,6.53,3.36,1.03,-1.42,true,0.85,unknown_aircraft,
drone-98773.wav,1,16000,0.5,0.270828,46990.6097,0.829,2063.32,250.0,-9.56,6.45,3.37,0.8,-1.39,true,0.85,unknown_aircraft,
drone-98774.wav,1,16000,0.5,0.272988,45581.054,0.8277,2129.55,257.81,-8.39,6.05,2.37,1.14,-0.95,true,0.85,unknown_aircraft,
drone-98775.wav,1,16000,0.5,0.272559,45495.6515,0.8185,2192.85,257.81,-9.0,5.88,3.61,1.22,-1.12,true,0.85,unknown_aircraft,
drone-98776.wav,1,16000,0.5,0.270267,45447.3636,0.8131,2215.29,257.81,-9.07,5.76,2.79,1.45,-1.54,true,0.85,unknown_aircraft,
drone-98777.wav,1,16000,0.5,0.280802,50311.5741,0.8415,2039.12,257.81,-9.86,6.41,3.6,1.55,-1.28,true,0.85,unknown_aircraft,
drone-98778.wav,1,16000,0.5,0.279567,50124.986,0.8497,2012.51,257.81,-11.16,6.55,4.04,1.28,-1.69,true,0.85,unknown_aircraft,
drone-98779.wav,1,16000,0.5,0.314326,62435.8124,0.8213,1968.97,273.44,-10.15,6.99,3.87,0.43,-2.4,true,0.85,unknown_aircraft,
drone-9878.wav,1,16000,0.5,0.281668,50229.6873,0.8388,2330.6,296.88,-9.25,4.52,3.28,0.55,-2.38,true,0.85,unknown_aircraft,
drone-98780.wav,1,16000,0.5,0.28521,52622.3638,0.8452,2054.67,257.81,-9.23,6.02,3.01,1.45,-1.34,true,0.85,unknown_aircraft,
drone-98781.wav,1,16000,0.5,0.286888,50979.4391,0.8599,2063.48,257.81,-10.43,6.11,4.16,1.76,-1.52,true,0.85,unknown_aircraft,
drone-98782.wav,1,16000,0.5,0.288992,52032.942,0.8232,2196.16,265.62,-8.98,5.64,3.0,0.95,-0.94,true,0.85,unknown_aircraft,
drone-98783.wav,1,16000,0.5,0.286968,52179.5403,0.8493,1956.25,257.81,-10.91,6.37,3.99,1.48,-1.33,true,0.85,unknown_aircraft,
drone-98784.wav,1,16000,0.5,0.27694,47354.0428,0.8092,2216.56,257.81,-8.55,5.62,2.76,1.16,-0.89,true,0.85,unknown_aircraft,
drone-98785.wav,1,16000,0.5,0.27951,49490.7891,0.839,2161.63,257.81,-9.52,5.85,2.93,1.36,-1.08,true,0.85,unknown_aircraft,
drone-98786.wav,1,16000,0.5,0.280719,50525.4037,0.8442,2059.04,257.81,-9.85,6.39,3.97,1.44,-1.11,true,0.85,unknown_aircraft,
drone-98787.wav,1,16000,0.5,0.27642,47291.8614,0.8369,2249.52,257.81,-9.31,5.83,3.56,1.31,-1.3,true,0.85,unknown_aircraft,
drone-98788.wav,1,16000,0.5,0.28425,51412.5549,0.845,2150.52,257.81,-10.09,6.16,3.94,0.87,-1.49,true,0.85,unknown_aircraft,
drone-98789.wav,1,16000,0.5,0.280196,51177.5167,0.8272,2272.03,257.81,-9.03,5.57,3.79,1.27,-1.23,true,0.85,unknown_aircraft,
drone-9879.wav,1,16000,0.5,0.277861,46494.0629,0.8153,2506.34,296.88,-8.21,4.01,2.96,0.24,-2.09,true,0.85,unknown_aircraft,
drone-98790.wav,1,16000,0.5,0.283136,48423.2481,0.835,2189.24,273.44,-9.78,6.23,2.97,0.56,-2.23,true,0.85,unknown_aircraft,
drone-98791.wav,1,16000,0.5,0.284133,47861.4813,0.7991,2233.82,265.62,-8.35,5.48,2.7,0.83,-1.35,true,0.85,unknown_aircraft,
drone-98792.wav,1,16000,0.5,0.296489,53730.207,0.8112,1960.47,257.81,-10.41,6.82,3.61,0.96,-1.34,true,0.85,unknown_aircraft,
drone-98793.wav,1,16000,0.5,0.283019,48070.9959,0.8013,2286.95,257.81,-8.06,5.43,2.68,0.75,-0.89,true,0.85,unknown_aircraft,
drone-98794.wav,1,16000,0.5,0.283793,52105.0879,0.8393,1874.68,257.81,-11.0,7.03,4.15,1.17,-1.4,true,0.85,unknown_aircraft,
drone-98795.wav,1,16000,0.5,0.281205,50138.1056,0.8152,2225.66,257.81,-8.42,5.62,2.24,0.99,-0.77,true,0.85,unknown_aircraft,
drone-98796.wav,1,16000,0.5,0.276944,46213.6063,0.8212,2385.25,257.81,-8.72,4.77,2.84,1.48,-1.84,true,0.85,unknown_aircraft,
drone-98797.wav,1,16000,0.5,0.276403,46292.007,0.7964,2280.25,257.81,-8.2,5.49,2.4,0.97,-1.07,true,0.85,unknown_aircraft,
drone-98798.wav,1,16000,0.5,0.272297,45874.6564,0.836,2102.14,257.81,-10.63,6.32,3.86,1.36,-1.74,true,0.85,unknown_aircraft,
drone-98799.wav,1,16000,0.5,0.28203,49705.2537,0.8241,2159.35,257.81,-9.5,6.09,2.96,0.94,-1.29,true,0.85,unknown_aircraft,
drone-988.wav,1,16000,1.024,0.063769,773.6177,0.2962,2593.69,312.5,-18.94,2.19,1.1,2.77,1.04,true,0.7292,unknown_aircraft,
drone-9880.wav,1,16000,0.5,0.28693,49823.8917,0.8277,2554.22,296.88,-8.22,3.6,2.75,0.49,-2.05,true,0.85,unknown_aircraft,
drone-98800.wav,1,16000,0.5,0.291746,52225.6832,0.8219,2001.68,257.81,-10.64,6.63,3.4,1.14,-1.56,true,0.85,unknown_aircraft,
drone-98801.wav,1,16000,0.5,0.272402,45569.7957,0.804,2335.93,257.81,-8.83,5.44,3.07,0.96,-1.02,true,0.85,unknown_aircraft,
drone-98802.wav,1,16000,0.5,0.300844,57768.2863,0.8294,2017.78,273.44,-10.08,6.84,3.66,0.27,-2.24,true,0.85,unknown_aircraft,
drone-98803.wav,1,16000,0.5,0.279595,49379.7763,0.8452,2116.93,257.81,-9.9,6.18,3.81,1.19,-1.38,true,0.85,unknown_aircraft,
drone-98804.wav,1,16000,0.5,0.274818,48244.6361,0.8447,2050.68,257.81,-10.48,6.46,3.7,0.92,-1.69,true,0.85,unknown_aircraft,
drone-98805.wav,1,16000,0.5,0.291035,51097.0215,0.8072,2039.31,257.81,-10.36,6.58,3.42,1.17,-1.33,true,0.85,unknown_aircraft,
drone-98806.wav,1,16000,0.5,0.276019,46060.5926,0.7934,2275.29,257.81,-8.25,5.58,2.6,0.66,-0.91,true,0.85,unknown_aircraft,
drone-98807.wav,1,16000,0.5,0.278517,47892.1139,0.816,2190.62,257.81,-9.32,5.82,3.02,0.94,-1.28,true,0.85,unknown_aircraft,
drone-98808.wav,1,16000,0.5,0.289698,50630.4862,0.8113,2029.11,257.81,-10.37,6.57,3.2,0.95,-1.53,true,0.85,unknown_aircraft,
drone-98809.wav,1,16000,0.5,0.286924,50887.0792,0.8352,1983.28,257.81,-10.77,6.78,3.41,0.93,-1.46,true,0.85,unknown_aircraft,
drone-9881.wav,1,16000,0.5,0.257,39029.7546,0.8208,2395.02,281.25,-8.18,3.91,1.35,1.05,-2.34,true,0.85,unknown_aircraft,
drone-98810.wav,1,16000,0.5,0.278207,49351.8645,0.8351,2094.41,257.81,-9.85,6.17,3.08,1.11,-1.17,true,0.85,unknown_aircraft,
drone-98811.wav,1,16000,0.5,0.278351,47515.5879,0.8326,2161.54,257.81,-8.62,5.84,2.44,1.06,-0.93,true,0.85,unknown_aircraft,
drone-98812.wav,1,16000,0.5,0.276117,48691.5801,0.8387,2059.26,257.81,-9.65,6.28,3.66,1.53,-1.29,true,0.85,unknown_aircraft,
drone-98813.wav,1,16000,0.5,0.296069,53910.301,0.8354,2059.42,265.62,-9.8,6.52,3.07,0.14,-1.98,true,0.85,unknown_aircraft,
drone-98814.wav,1,16000,0.5,0.275276,48486.8973,0.8211,1979.9,257.81,-9.62,6.72,3.0,0.77,-1.22,true,0.85,unknown_aircraft,
drone-98815.wav,1,16000,0.5,0.272359,43896.4104,0.8009,2127.94,257.81,-8.94,6.12,2.8,0.98,-0.87,true,0.85,unknown_aircraft,
drone-98816.wav,1,16000,0.5,0.272453,47704.2879,0.8393,2087.71,257.81,-8.98,6.11,3.23,1.64,-0.83,true,0.85,unknown_aircraft,
drone-98817.wav,1,16000,0.5,0.276395,48578.9955,0.8427,2155.74,257.81,-9.88,6.11,3.6,1.37,-1.32,true,0.85,unknown_aircraft,
drone-98818.wav,1,16000,0.5,0.272863,47487.0857,0.8336,1967.24,257.81,-10.21,6.75,3.13,0.86,-1.48,true,0.85,unknown_aircraft,
drone-98819.wav,1,16000,0.5,0.268374,43233.0715,0.8186,2220.99,257.81,-8.82,5.87,3.35,1.19,-1.02,true,0.85,unknown_aircraft,
drone-9882.wav,1,16000,0.5,0.29568,54768.3038,0.8419,2379.21,296.88,-8.77,4.21,2.54,-0.02,-2.11,true,0.85,unknown_aircraft,
drone-98820.wav,1,16000,0.5,0.275044,44809.3723,0.8262,2058.9,257.81,-9.3,6.32,2.81,0.74,-1.22,true,0.85,unknown_aircraft,
drone-98821.wav,1,16000,0.5,0.273606,48267.4658,0.8381,2011.07,257.81,-9.88,6.65,3.07,0.89,-1.12,true,0.85,unknown_aircraft,
drone-98822.wav,1,16000,0.5,0.285877,51214.8272,0.805,1969.25,257.81,-10.88,6.89,3.66,0.88,-1.56,true,0.85,unknown_aircraft,
drone-98823.wav,1,16000,0.5,0.270375,47641.481,0.8473,1955.19,257.81,-9.56,6.7,2.48,1.31,-0.89,true,0.85,unknown_aircraft,
drone-98824.wav,1,16000,0.5,0.298053,54697.296,0.8356,2233.06,265.62,-8.48,5.7,2.82,0.54,-1.54,true,0.85,unknown_aircraft,
drone-98825.wav,1,16000,0.5,0.270754,45875.5559,0.8271,1974.73,257.81,-10.37,6.69,3.19,0.91,-1.42,true,0.85,unknown_aircraft,
drone-98826.wav,1,16000,0.5,0.270922,47830.883,0.8351,1832.49,257.81,-11.57,7.22,3.86,1.36,-1.5,true,0.85,unknown_aircraft,
drone-98827.wav,1,16000,0.5,0.282775,48334.4704,0.8175,1995.09,257.81,-11.04,6.86,3.75,0.94,-1.67,true,0.85,unknown_aircraft,
drone-98828.wav,1,16000,0.5,0.272599,47440.7652,0.8267,1929.11,257.81,-10.76,7.05,3.47,0.79,-1.52,true,0.85,unknown_aircraft,
drone-98829.wav,1,16000,0.5,0.259936,41266.1253,0.8398,2088.72,257.81,-9.55,6.25,3.42,1.49,-0.67,true,0.85,unknown_aircraft,
drone-9883.wav,1,16000,0.5,0.298108,47873.6491,0.8144,2458.38,296.88,-8.15,3.85,1.5,-0.28,-1.88,true,0.85,unknown_aircraft,
drone-98830.wav,1,16000,0.5,0.264296,44102.6736,0.8354,2008.59,257.81,-10.21,6.5,2.92,1.05,-1.24,true,0.85,unknown_aircraft,
drone-98831.wav,1,16000,0.5,0.263584,42670.6394,0.8196,1835.21,257.81,-11.2,7.22,3.79,1.34,-1.58,true,0.85,unknown_aircraft,
drone-98832.wav,1,16000,0.5,0.265657,43987.435,0.8402,2157.76,257.81,-10.36,5.93,3.71,1.13,-1.72,true,0.85,unknown_aircraft,
drone-98833.wav,1,16000,0.5,0.26878,45983.6183,0.8315,2011.23,257.81,-10.63,6.49,3.6,1.11,-1.66,true,0.85,unknown_aircraft,
drone-98834.wav,1,16000,0.5,0.282626,49881.1855,0.8159,2034.4,257.81,-10.94,6.45,3.63,1.45,-1.66,true,0.85,unknown_aircraft,
drone-98835.wav,1,16000,0.5,0.312844,61116.3156,0.8303,1949.08,265.62,-10.47,6.79,3.73,0.41,-2.36,true,0.85,unknown_aircraft,
drone-98836.wav,1,16000,0.5,0.28254,50352.1524,0.8374,1983.88,257.81,-11.71,6.61,4.1,1.16,-2.17,true,0.85,unknown_aircraft,
drone-98837.wav,1,16000,0.5,0.273287,44551.256,0.8025,2263.81,257.81,-8.38,5.3,2.19,1.05,-0.97,true,0.85,unknown_aircraft,
drone-98838.wav,1,16000,0.5,0.292486,50768.2871,0.7985,2072.18,257.81,-10.36,6.25,3.23,1.14,-1.52,true,0.85,unknown_aircraft,
drone-98839.wav,1,16000,0.5,0.281093,50084.6825,0.8451,2133.48,257.81,-10.11,5.92,3.3,1.11,-1.43,true,0.85,unknown_aircraft,
drone-9884.wav,1,16000,0.5,0.311682,53812.5527,0.8115,2343.08,296.88,-9.25,4.5,2.34,-0.33,-2.17,true,0.85,unknown_aircraft,
drone-98840.wav,1,16000,0.5,0.2846,51109.1501,0.8336,2191.37,257.81,-9.53,5.71,3.26,1.21,-1.24,true,0.85,unknown_aircraft,
drone-98841.wav,1,16000,0.5,0.293085,52979.6627,0.8212,2041.46,257.81,-10.8,6.37,3.8,1.35,-1.53,true,0.85,unknown_aircraft,
drone-98842.wav,1,16000,0.5,0.279752,50119.8511,0.8432,2143.96,257.81,-10.12,6.19,3.68,0.99,-1.47,true,0.85,unknown_aircraft,
drone-98843.wav,1,16000,0.5,0.279036,49835.2379,0.8293,1981.42,257.81,-10.31,6.73,3.53,0.99,-1.47,true,0.85,unknown_aircraft,
drone-98844.wav,1,16000,0.5,0.274681,47900.1149,0.8223,1888.86,257.81,-10.73,7.17,3.83,1.12,-1.69,true,0.85,unknown_aircraft,
drone-98845.wav,1,16000,0.5,0.268691,45550.1047,0.8226,1864.92,250.0,-10.91,7.25,4.02,1.04,-1.64,true,0.85,unknown_aircraft,
drone-98846.wav,1,16000,0.5,0.313013,59963.2345,0.8258,2014.05,265.62,-10.2,6.62,3.48,0.64,-2.26,true,0.85,unknown_aircraft,
drone-98847.wav,1,16000,0.5,0.265865,43972.4501,0.8152,2208.6,257.81,-9.79,5.93,3.48,1.06,-1.71,true,0.85,unknown_aircraft,
drone-98848.wav,1,16000,0.5,0.270299,47532.4767,0.8315,1914.27,257.81,-10.95,7.12,3.56,0.92,-1.83,true,0.85,unknown_aircraft,
drone-98849.wav,1,16000,0.5,0.26164,41484.8023,0.7939,2292.15,257.81,-8.29,5.36,2.18,1.08,-0.98,true,0.85,unknown_aircraft,
drone-9885.wav,1,16000,0.5,0.277908,52070.3744,0.8416,2267.18,296.88,-7.62,4.76,1.81,0.33,-1.5,true,0.85,unknown_aircraft,
drone-98850.wav,1,16000,0.5,0.263533,42314.0828,0.8024,2196.84,257.81,-9.3,5.85,3.3,0.96,-1.51,true,0.85,unknown_aircraft,
drone-98851.wav,1,16000,0.5,0.270033,45710.1135,0.8204,2181.24,257.81,-9.46,6.04,2.76,1.05,-1.17,true,0.85,unknown_aircraft,
drone-98852.wav,1,16000,0.5,0.259965,40643.0318,0.8054,1820.34,257.81,-11.06,7.37,3.69,1.04,-1.69,true,0.85,unknown_aircraft,
drone-98853.wav,1,16000,0.5,0.268324,45944.3963,0.8292,2084.5,257.81,-9.9,6.39,3.05,0.94,-1.48,true,0.85,unknown_aircraft,
drone-98854.wav,1,16000,0.5,0.268037,43686.4758,0.8249,2052.92,257.81,-10.22,6.55,3.48,0.87,-1.74,true,0.85,unknown_aircraft,
drone-98855.wav,1,16000,0.5,0.2782,48487.958,0.8257,2145.08,257.81,-10.2,6.25,3.74,0.83,-1.51,true,0.85,unknown_aircraft,
drone-98856.wav,1,16000,0.5,0.273763,45177.1722,0.806,2065.74,257.81,-9.01,6.27,3.06,1.45,-1.22,true,0.85,unknown_aircraft,
drone-98857.wav,1,16000,0.5,0.321631,64521.6672,0.8112,1993.08,265.62,-9.59,6.72,3.05,0.44,-2.12,true,0.85,unknown_aircraft,
drone-98858.wav,1,16000,0.5,0.274828,46523.368,0.7988,2040.26,257.81,-9.61,6.49,2.85,0.76,-1.3,true,0.85,unknown_aircraft,
drone-98859.wav,1,16000,0.5,0.271057,46250.264,0.8238,2169.84,257.81,-9.79,5.93,3.08,1.2,-1.24,true,0.85,unknown_aircraft,
drone-9886.wav,1,16000,0.5,0.268123,44275.8838,0.7929,2383.63,296.88,-8.22,4.45,2.57,0.06,-1.63,true,0.85,unknown_aircraft,
drone-98860.wav,1,16000,0.5,0.276383,49576.1468,0.855,2101.16,257.81,-10.07,6.06,4.08,2.0,-1.21,true,0.85,unknown_aircraft,
